Text,True Sentiment,IBM Watson Sentiment,IBM Watson Confidence,IBM Watson Response Time (s)
knute rockne led over-the-top aliveness story narrate instead intimately knute rockne American_English follow rocknes incredible journey Lester_Willis_Young norwegian son iconic American_English football legend bring_out moving-picture_show Crataegus_oxycantha metre look hint dated metre downright maudlin film_producer lay chip thick metre rockne glowingly fondly portrayed Crataegus_oxycantha come by mentation rockne propose sainthood fact football jitney undeniable great impact game football intimately fantastic impact lives many Lester_Willis_Young men coached moving-picture_show demo great impact devote sixth_sense revered daybr BR encounter rockne glib obrien devote telling operation unquestionably obriens moving-picture_show comport constitute moving-picture_show theatrical_role reallife rockne renowned great inspirational figure obriens operation make sympathise pettifog come early moving-picture_show obrien early forties encounter college student rockne early 1920s makeup global wasnt going make credible effect instead jarring rockne theatrical_role eld begins fabled jitney calling obrien fits theatrical_role perfectlybr BR rest casting unrivalled name stick_out course ronald Reagan encounter Lester_Willis_Young charismatic ultimately unredeemed football sensation george gipp K connive moving-picture_show really large theatrical_role Reagan appearing transactions operation turn fabled thanks reagans far-famed acquire unrivalled gipper deathbed manner_of_speaking brilliantlyplayed scene chockfull emotion Reagan Crataegus_oxycantha screen tenacious moving-picture_show sure_enough made tremendously positive impact winning performancebr BR rest moving-picture_show strikes rest football aliveness ecumenical rockne great object_lesson Lester_Willis_Young men expanse football sports_fan chronicle buffs uncommon treat literal archival footage notre madam games rockne ERA interspersed throughout moving-picture_show uncommon opportunity reckon much game evolved hold_up sixplus 10 opportunity reckon rocknes fabled strategic innovations invest rehearse youre notre madam buff youll in_all_likelihood delight fact notre madam triumph border provide seemingly constant soundtrack moving-picture_show youre notre madam haterwell youre in_all_likelihood ascertain moving-picture_show at_any_rate knute rockne American_English inspire uplifting worked_up moving-picture_show mayhap shade too soppy thats sorry thing pleasurable moving-picture_show unrivalled intimately Worth taking time reckon,positive,positive,0.689705,0.4069805145263672
oneminute shoot arguably first movie ever made inventors previously shoot natural_process alike edisons motion photography sternutation lumiere brother developed equipment hugely advanced medium time run cinematograph moldiness bewildered peers including subjects first case brother record employees leaving manufactory understandably fight hide awareness television_camera lumieres attempt make shoot entertaining introducing animals wheel atomic_number_57 sortie stilboestrol usines lumiere doesnt nearly twin ingenuity later_on cinema interesting aspect shortly shoot brother selection familiar mold family ritual subject choice initial prove rarity worlds people quality makes look_at experimentation immensely reinforce fascinating todaybr Brigate_Rosse military_rank,positive,positive,0.368486,0.4165315628051758
havent seen bsg taste view midway show couldnt bring all_the_same saw caprica rebirth yesterday matt-up niggling lost decide view pilot now moldiness say agreeably surprise cerebrate assure show side effect want view bsg wellbr Br really liked didnt hardcore bsg fan understand whats pop_off caprica interpret net trying reach female population since bsg get_to way humankind least eccentric workedbr Br all_the_same suggest trying view show begin set_out pilot,positive,negative,-0.696645,0.4143228530883789
stylishly directed picturesquely shoot brilliantly acted crosbys version appear exactly right hardwicke best character ever bendix treat yankees solicitation universal irresistiblebr br one principal joyfulness movie course Sung power wait bing fine representative although hardwickes unaccompanied slew still hear tattle warmly terpsichore gayly crosby bendix famous novelty number in_use zilch also treat hear rhonda fleming although relish extensive stage concert vocation Isaac_Merrit_Singer rarely given prospect heard cinema lovely representative pair dishonour looksand looks fetching so mary kay dodson costumesbr br film_director tay garnett stupefy lush budget habituate resources statement present every fabulous scene in_effect possible perhaps occultation looks play contrived whos complaining br br dead trailer in_reality describes entertainment pleasure start refinement,positive,positive,0.32858,0.358701229095459
went see moving-picture_show matchstick men fact purchase just_the_ticket matchstick men going looked the_like fun picture_show litigate romance thrills jungles alien locations mickle movies innovation storybr Brigate_Rosse sound_out make straight narrative alternatively zany flashback storybr Brigate_Rosse movies ive seen moving-picture_show derived form indiana Jones romancing stone also true lies proof life_sentence old tomcat selleck picture_show bananas arboraceous allen hero consumption digital extrasbr Brigate_Rosse ps view picture_show cool central role notice elbow_room blown,negative,negative,-0.494616,0.5583455562591553
goose_egg really irregular pic solid flick respects everything acting cinematography solid perfectly analogue plot business wasnt anything couldnt see fare perhaps tad histrionic breaker_point fairly decently pic none less unquestionably worth hold_in incertitude film rent weekend afford go though may feel corresponding running buying found quite_an worth,positive,positive,0.73903,0.40424513816833496
totally surprise good moving_picture really first fancy mildly entertained moldiness enjoin however smooth disappointed donald oconnor wasnt given bigger better role tremendous talentbr BR neat interpersonal_chemistry among main cast members matthau never funnierbr BR staggeringly happy picture arrest made get see lemmon matthau team last time fomite redact talent neat function brent spiner evidence data star trek side_by_side geeration good character playbr BR storyline in_truth quite mere funniness characters run in_truth well express_mirth warmly throughout moving_picture highly recommend,positive,positive,0.987301,0.41430234909057617
cybil richards directs some_other total moonsurrender cinema masterpiece pornography prison_term jacqualine Sir_Alfred_Charles_Bernard_Lovell dressed rather winning silver outfit tasked destroying tell intimate activity however cant protest observe tapes kinda like sex scenes easily take arrange brilliant soundtrack least sort film vomit_up largely awful mainly average looking jacqueline Sir_Alfred_Charles_Bernard_Lovell exceptionally attractive self reckon sex single_file manages exhibit chest fumble footling also fits footling lesbian activity honest Sir_Alfred_Charles_Bernard_Lovell merit a_great_deal near kind fare looks smashing naked actually a_great_deal invoke silver attire narrate dramatic_play utterly rubbish movie Sir_Alfred_Charles_Bernard_Lovell soundtrack existent redeeming features fair eventide surrenders outturn distinctly new budget low also,negative,negative,-0.579941,0.4086296558380127
holds barred picture_show way ever use_up seriously suck hard-core serious picture_show look way contrive outer space one_and_only uncollectible risible risible moments holds barred unremarkably single arent theorise rip fiddle hulk Ben_Hogan play grab limo driver front first meeting brell kurt fuller hilarity ensue one_and_only part picture_show every person see might funniest view ever swearbr bromine anyway somebody persuasion picture_show would cause money badly never bed person probably beaten meekness hope to_the_lowest_degree got fired picture_show earns scale one_and_only accidentally risible role,negative,negative,-0.921717,0.37047815322875977
theres convey some flick direful ive seen erstwhile Saint_Christopher leefu manchu movies im intimate characters serial root still godawful nevertheless peter vender genius still smoothen portrayal nayland David_Smith echoes sadness tragedy strength simmering stoic frontal public_presentation place equality peter cushings portrayal van helsing through_with tenth_part cumulative screen meter cushings dracula movies flick through_with seriocomic venous_blood_vessel like bubba hotep way retaliator tv evince couldve something limited youre fu manchu peter vender complete something need go_steady slip_away anyone else,negative,negative,-0.770676,0.3663320541381836
v devilishly venoms easily memorable kf flick Henry_Wheeler_Shaw Brother unchanging exc maybe master killer artists occur known simply venoms trump fight stage_dancing ever amazingly kung fu movie large plot one alltime favorites,positive,positive,0.724069,0.38437604904174805
sad lucian pintilie stop making moving_picture get speculative every metre niki flo depressing jab television_camera inauspicious many moving_picture form yearly romania worst get transmit abroad eg Newmarket international cinema festival moving_picture without patch do script waste metre money score,negative,negative,-0.997646,0.5170283317565918
remembering keepers daughter descriptor novel kim edwards highly successful bestseller probably featured reading groups novel circulation happened novel turn madefortelevision motion_picture perhaps mediocre screenplay oops teleplay trick pielmeier systematically galumphs on inapt prosaic fashion removing horse_sense believability story perhaps cut library_paste focussing mick Jesse_Louis_Jackson neglect pacing character delineation perhaps suffers cinematography uncredited source melted tears musical score daniel licht whatever reasons noveltofilm live_on puddle good vitrine educating public capableness born syndrome worthy attention Red_Brigades Red_Brigades dr david H dermot mulroney successful orthopaedic furbish_up tie beautiful norah gretchen mol lives becoming changed maternity tempestuous overwinter dark kentucky norah locomote grind henrys hotfoot nearby clinic david have wife furbish_up capture blizzard help sometime friend nurse Carolean gill emily James_Dewey_Watson delivery stark son child Saul_of_Tarsus norah cover grind surprisingly have unexpected similitude fille david Carolean immediately recognize little fille phoebe Mongoloid use term syndrome david history fall_back little sister birth flaw settle institutionalize phoebe psychiatric_hospital mentally gainsay Carolean puddle delivery norah enjoin second similitude died birth Red_Brigades Red_Brigades Carolean follows education sees atmospheric_condition home phoebe fix wither horror settle keep_on child help friendly teamster Carolean exchange unfrequented existence engender phoebe finding New aliveness teamster pittsburgh norah insists formal funeral phoebe fact deeply disturbs Jacques_Louis_David soul henrys aliveness locomote one child Saul_of_Tarsus bequeath submerged pains lack 5 presence norah gifts david tv_camera peoples lives the_like tv_camera thats unrecorded room captured instant david become obsessed photography norah grieves drink_in fall_back Jacques_Louis_David attention david traces 5 existence Carolean sending money letters pittsburgh Saul_of_Tarsus tyler stentiford jamie spilchuk turn discovers engender infidelity enraged bring_forth lack communication understanding settle fill end becoming musician juilliard locomote meantime phoebe krystal Hope nausbaum matured highly adapted youth fille manner broken wedding henrys find mend aura 5 pauls lives couple_on braveness supported Carolean gills conflict addition acceptance cosmos born syndrome build close film Red_Brigades Red_Brigades cast_of_characters wellknown doer effort hard emily James_Dewey_Watson able uprise believable character spongelike playscript jamie spilchuk founder evidence youth worker much foretell dermot mulroney gretchen rule difficult mold empathic quality descriptor platitudinous lines sacrifice give_up film heap message acceptance syndrome nestling adults of_import one grady harp,negative,negative,-0.421403,0.35009002685546875
lured meet motion_picture starpower at_last thats delivers plays much like greek tragedy modern thriller handsome urban_center corruption bully flaw predictibability utter lack suspense know unsound guys commencement fall_out on fall like dominoes picture credit_entry refrain gratuitous violence sex forgotten substitute good clean_and_jerk philander exhilaration way flavor good flat decaffeinated dieting cola qa also takes lay new york ALIR better alternative LA confidential,negative,negative,-0.974323,0.36791348457336426
fourandahalfhour oneill fun baffle boiled little II much running time devoted actor frigid expressions faces read characters thoughts voiceover influence onstage looks uproariously stilted soapopera adjustment softpeddles heroines bad behavior ne'er explains captivated many human_beings norma shearer alexander kirkland overacting preposterously outclassed realistic clark gablehes one makes frozenface proficiency influence baffle even comical Moira_Shearer Gable Logos surly moppet frozenface schtik as_well point-blank morgans brother ralph unsuccessful suitor return soliloquize poor charlie unseasoned robert unseasoned maureen osullivan time show voiceovers for_the_most_part abandoned child's_play right liquid_ecstasy schmaltzy receding actually child's_play silver_gray thread among gold backdrop music robert leonards direction mossy shows little deftness rule hyperactive actor sure_as_shooting entertainingtheres nothing else wish unless count grouchos satirical burlesque animal crackers old delirious magazine satire fork_up shirley cubicle sitcom hazel LA strange interlude isnt skilful,negative,negative,-0.789515,0.34705352783203125
saw heartland outset released seen improves long_time heartland lovers indie picture time American picture footling misanthropic attempts wee money cgi pyrotechny andor vulgarism heartland holds gash American chronicle besides admonisher spoiled u modern urbanise americans arebr atomic_number_35 nothing film amplify stagy ane declaims hollywood moving_picture voice_communication actors really inhabit roles really sense similar pocket-size film really bigger multizilliondollar hollywood productionsbr atomic_number_35 film based populate veridical people elinore randall conchata ferrell ne'er done anything better widow_woman yearold daughter jerrine megan folsom hold_out denver deficiency opportunities advertises locating housekeeper ad answered clyde Dugald_Stewart rip torn ane underappreciated actors scotsborn rancher widower homestead outside burned fork Wyoming elinore accepts locating seven clam workweek run Wyoming daughter daughter go James_Maitland_Stewart tiny house property rove unwooded rangeland localize endless panorama hush broken phone made people creature guaranteed wee somebody find pocket-size three character_reference blend_in long menses without seeing another human soulfulness forged Dugald_Stewart flex taciturn sharpen almost allay cant talk humankind elinore complain grandma landauer youd better con overwinter answer grandma grandma lilia skala ane two character_reference seen fleetingly number Wyoming Germany married_man many years runs spread solitary besides widow grandma nearest neighbor local_anesthetic midwife allay populate x Admiralty_mile away supporting fibre jacklight employ hand barry primusbr atomic_number_35 elinores turn employers ane endless laborious proletariat modern gizmo everything must made fasten done hand veridical kernel film follow ordinary_bicycle lifespan ranchers struggle nature wrest hold_out land scorn unvarying labour fag elinore incessantly looking opportunities learns piece_of_land side_by_side James_Maitland_Stewart unclaimed impulsively files claim property twelve clam almost two hebdomad pay mean populate must actually live work x years get deed naturally Dugald_Stewart learns done unmerciful logic points money livestock credit_rating asset bump come_through volunteer result proposes wedlock stunned elinore realizes veridical alternate acceptsbr atomic_number_35 remember James_Maitland_Stewart proposal purely machiavellianhe deficiency land free laborbut see fact genuinely adoring elinore develop in_concert dyad becomes significant goes proletariat mediate midwinter blizzard clyde travel hour horseback storm x Admiralty_mile granny x Admiralty_mile book_binding harbinger grandma wasnt similar veridical lifespan pleasant common_people elinore infant help whatsoever boy allay infant gets sick perish recede half livestock barbarous overwinter struggle last succession film supposed optimistic birth calfskin clyde calls elinore urgently help return calfskin instead head outset calfskin footling rear_of_tube introduction elinore must physically pull calfskin birth epithelial_duct cgi animatronics trickery fakery special essence see materialise common_people calfskin stomach lie_with straw wooden b lamplight film much end simply stop leave viewer unsated appreciate film unanimous endingbr atomic_number_35 footling gem honor patience consideration watchable long picture last multiplication long leave,positive,negative,-0.453763,0.4704310894012451
traffik emmy awarding winning six break_up miniseries uk inspiration oscar winning traffic 5 hr film breaks opiumheroine trade viewer handcasting poppy ejaculate afghanistan field top_dog rushing mainlining junkie flatcar england traffik provide amusement value interleaved dramatic fib besides allow_for overview outside drug trade levels suffice interrogate age old unstoppable narcotic supplydemand car synergistically entertaining educational traffik shew clock well spent adolescent,positive,negative,-0.875615,0.38004326820373535
non existent plot long_ton poorly place supercheesy scenes snipers world noted sharpshooters jargon regular bump_off quarry feet away addition whats ending bunch legal_philosophy hatchet_man vandalize carnivals shooting picture_gallery wth technical misidentify many bullets jibe magazine glock people fire guns without indigence reloading motion-picture_show bad regular senior hollywood actor the_like michael biehn aliens exterminator jargon salve junkbr Br watch motion-picture_show see wasted good minutes treasured living one hopefully manager would either stop making movies find_out next motion-picture_show,negative,negative,-0.98623,0.4404902458190918
extremely adept cinematic level cheery embittered former teen star waitress tables sexual ambiguities explored realistically actual homo facial_expression cam_stroke serial orca loose lie_with homo remains well portrayed drama unknown sense humor mystery screenplay fluid credible performances well average eddy level sharpbr br surely isnt everyones nonpareil notion picture appreciate something different glibly written a_good_deal worthy fourth_dimension extremely recommended,positive,positive,0.933989,0.40981364250183105
normally roll_in_the_hay teenhigh school genre moving_picture cinema really deficient originality introduce cinema quatern friends cheat_on way mellow school strain puts friendship theres adequate depth floor characters maintain witness attention good length cinema acting isnt uncollectible although thespian dont really much work dialog wish-wash clich watching motion_picture ane must question solid_ground producer could come across project like call_back must make cinema question couldnt get theatrical give_up andrew gurland hack avoid burn,negative,negative,-0.927229,0.41193699836730957
take chance hardcastle Cyrus_McCormick purchasing first harden worth Canadian_River release amazon got started pilot instantly filch rated stars amazon scab stars full wish opening closing themes course stephen joule cannells logo end episode family_relationship judge mark worked unitedly crack case filch as_well purchase second flavour companion delight every_bit excellent serial_publication phonograph_recording believe purchase put collection,positive,positive,0.832181,0.4073770046234131
hello everyone names larissa im eld sure-enough eld sure-enough find_out curly litigate criticize wind_cone watching movie long clock fact transactions ago sustain make_out watching alisan porter real expert actor erotic_love movie odd consider cards every clock find_out movie finish vociferation enjoin have_it_off im eld sure-enough touching narrative real eldritch thats alisan eld sure-enough every clock find_out movie somebody e'er offspring movie comes corresponding yr make U find_out recover sure-enough somebody movie real U wounder go unrivaled age succeeding corresponding plague potter movie as_well great however daniel eld sure-enough first movie could go eld im im for_sure decently imagine virtually thats genial eldritch U look unrivaled movie succeeding eld sure-enough U lastim for_sure bragging resourcefulness corresponding rail iti genial computer somebody corresponding lot chaff matter as_well smart corresponding curly litigate movie unrivaled affair dont corresponding movie guy_cable calls further household makes curly litigate fix taken out would kill guy_cable real make_out real_number life-time advantageously im going block_up writing have_it_off save lot sometimes chaff lot head need fix dont chaff never fix learnbr Brigate_Rosse larissa,positive,negative,-0.936316,0.41210365295410156
summate story condemn adolescent daughter amy expend hot body supposed virginity entice Whitney_Young troubled guy mat potential football_game scholarship provide full ride townsfolk come incur quite repute slept many football_game actor past hoping would offer parcel_out shaver come troubled nonadaptive house matts mothers alcoholic repeatedly embarrasses face admirer amys mother bad repute obtain pregnant amy Whitney_Young age mat falls love amy tries tidy sprightliness predictable terminate actress flirt amy really years erstwhile trying play teenager,positive,negative,-0.991506,0.4091470241546631
im sure picked borrow mom nurse betty reckon heard little seize_with_teeth pic im sword_lily nurse betty original canny pic wittiness obscure face br br one renees first big ones strike Major hollywood see unbelievable actress scene last gain happened shes set favorite Georgia_home_boy opera see pain_in_the_ass confusion fear embarrassment boldness let pic plays betty shy insecure char stands abusive married_man shes waitress have_it_off Georgia_home_boy opera_house particularly one sealed cute restore dr dave revell happen see conserve mutilate circumstantially severalise way remove notices two customer Henry_Morgan freewoman chris rock_candy Adolf_Loos judgement leaves Town verbalize police_force says deprivation find former fiance dr dave revell travels on land CA find dr revell wants speculate nurse work dave shes seen show many clip in_some_way shes amazing nurse lay_aside womanhood buddy scorn everyone telling delusional looks care crazy ones come_across worker plays dave revell georgehis literal name suppose shes crazy sports_fan stressful father show looks confusion believe go togetherbr br renee rattling credible loose judgement pic come longsighted right_smart wither deprivation admit shes adorable dandy actressbr br Henry_Morgan freewoman plays one assassins charlie father two charmed smittened betty chasing some land becomes almost infatuated betty aim almost surrender have_it_off Word Charles_Wesley moldiness find betty find mutilate scene could give by identities charlie sees betty catches last shes pit first calms make_love literal link attractively bet scene opinion Henry_Morgan gave stronger execution hes greatbr br surprisingly properly execution chris rock_candy Word Charles_Wesley gunho set_out speculate set hotfoot taking care business loved comedic execution last gang hes holding hostage gun aim learn Georgia_home_boy opera_house unitedly classic nurse betty dandy pic id advocate good gag Nice reliable little pic reckon anyone could enjoybr br,positive,negative,-0.386906,0.4031949043273926
huge reach upon discharge australian consultation still peculiar today overthetop political wrongness dull broad humour make bit cringer choke far longsighted ofbr br content could saved continuation barry mckenzie holds urgently involve raw stuff anyhow granted ocker aussie posture peculiar also get annoying flick get_behind say crockers songs C._H._Best act certainly original hilarious adventures barry mckenzie whirl watershed australian cinema everything power make sure overseas consultation see majority Aboriginal_Australian barry mckenzies matter Mickey dundees blackleg,negative,positive,0.894748,0.3359658718109131
yr new york city place putney swoope secondly robert downey plastic_film achieve identification commencement kid elbows putney swoope attain much wider release British_pound_sterling greaser palace even profane obnoxious films mingy spirited point in_reality stall princes feature plastic_film career various yearsbr atomic_number_35 discipline hand putney swoope mad farcesatire seen believe im going go plot plot the_great_unwashed take_care plot going fret heads go_on fret plastic_film plot one could liken mel stick_out motion-picture_show without hollywood pasquinade political_party mel e'er fox likewise hear piddling piece monty python way plastic_film film monty debuted bbc atomic_number_35 atomic_number_35 notice jest line_of_merchandise deteriorate dead uproarious transfer advantageously word mouth hear within context plastic_film blemish plastic_film even blemish unique instance histrion often reduplicate line in_some_way works many syllables mario putney enunciate borman six girl got soul etcbr atomic_number_35 BW photography outstanding soundscore even proficient editing soso acting fair book invaluable jokes unpc get mr big news enunciate sonny_boy Theodore_Samuel_Williams got enamor motel yr onetime girl putney enunciate advantageously to_the_lowest_degree atomic_number_2 superstitious uptight conservatives beware antiestablishment mind-set plastic_film parkway unbowed elbow_room naught sacredbr atomic_number_35 many thing plastic_film have-to_doe_with now smoking rescind racism african American_English treating caucasions like chicken_feed handling aggregative metier masses capital_of_Wisconsin boulevard deroit hollywood intentionally pedal something yr onetime tell virgin scraps internet im talking membranophone mixed geological_dating could go onbr atomic_number_35 likewise name min plastic_film film mm gloss commercial_message film putneys representation post form somewhat advantageously commencement fourth_dimension approximately get dull though take_over viewings substantial magic within BW sections plastic_film nonscenically line_of_merchandise hitch take chort shmuck love_life love_life love_life pick_out tab anything aver would tautological host others likewise in_truth like piece mounted Phoxinus_phoxinus wall game warden treasured discombobulate back put battle resolve mounted atomic_number_35 atomic_number_35 standouts cast let_in sidekick buttler putneys bodyguard much bighearted star antonio fargas arab go stardom idiot_box films arnold President_Andrew_Johnson right look putney swoope robert downey used vocalize instead arnold couldnt commemorate line_of_merchandise likewise downey see could replete extra dialogjokes tardy dubbed contribute actor atomic_number_35 atomic_number_35 plastic_film shortcomings short draw fourth_dimension one wish beginning albumen board members would exsert stan gotlieb allen garfield outstanding ending seams switch in_concert couldnt consider jest one best lowbudget main films fourth_dimension fourth_dimension indys dally international new york Windy_City san francisco la anyone eff satire comedy hear to_the_lowest_degree twice downeys putney swoope ahead beyond fourth_dimension,positive,negative,-0.291172,0.4870612621307373
diagram death little children hopper 1 investigate killings film seem bother daughter end serial sea_wolf mother caught thats retrieve dunnit realize abominable act_as actors unbelievable bad actors including hopper could go like much blow time dont watch film ive warn,negative,negative,-0.992057,0.9205822944641113
last picture offer lifelike distressful looking_at insanity probably alike dreams movie didnt project insanity cell comes on updated much distressful portrayal inside mind psychotic killer opening scene takes apparently ingenuous mind comatose fiddling boy things catherine deane jennifer lopez experience beginning fascinating terrifying things later experience mind vincent stargher vincent donofrio surprisingly imaginative fascinating pig_out ne'er visualise picture beforebr atomic_number_35 narrative cell on_the_nose something really groundbreaking_ceremony fact fundamentally narrative hush_up lambs killer detainment citizenry go_in mind come_up distaff dupe currently danger lose life literal difference creation plots hush_up lambs go_in mind killer come_up different killer wellspring current dupe cell go_in mind killer come_up dupe even_so despite unfortunately faint narrative cell entirely revolutionise literary_genre psychological thriller none of_all_time relieve_oneself eve fare close atomic_number_35 atomic_number_35 besides picture thoroughly steering passing wellspring acted vince vaughn delivers another characteristically splendid operation eve thoroughly Greg_Norman bates pitiable redo psycho eve jennifer lopez redact forth endorse thoroughly endeavour vocation great muckle nothing said cinematography cell give sufficient credit imaginative fascinatingly make_out unparalleled anything of_all_time visualise cinematic story cell implausibly wellmade picture deserves recognized,positive,positive,0.992881,0.41343069076538086
get_to french connection work well relationship doyle hackman russo scheider catastrophe direct frankenheimer too brought US gemstone raindeer games island dr moreau flick focuses doyle singular obsession capturing charnier rey fancied idea nypd would appropriate doyle travel marseille detect charnier help french topical_anesthetic authorities laugh loud funny correct im wrong didnt charnier skitter township pounds virgin nip street time_value billion yeah lets place doyle detect Guy pinch delight taradiddle weak play dreaded alone elision hackman totally overplayed division direction set even cuts scenes dreaded favor watch initiative installment twice skitter nonpareil,negative,negative,-0.910415,0.40781736373901367
picture says everything say religion compliments command viewing bigots wouldbe clericalsbr Red_Brigades story set_up turnofthecentury Danish villages II religious babe whose late father unbending non-Christian_priest warn dreams make_out exploring world many smasher old biography smasher spent muted newly supporter teach falsify babette toy lovely stephane audran decorate many husband claude chabrols films biography village simple stark counsel speculate thatbr Red_Brigades babette wins lottery requests chance gear_up feast reliable labour make_out course feast chief guest disclose content make_out spiritualty many way make_out god lifebr Red_Brigades mustsee devotedness babette train feast lecture full_general gives end possibly best international picture,positive,positive,0.850971,0.5120000839233398
peculiar studio_apartment cogitate make subsequence Graeco-Roman Dec_25 chronicle entirely new puke have_a_bun_in_the_oven blow certain used versatile actors batman instance batman Graeco-Roman part histrion assume cape instance Graeco-Roman part light-haired headed horn rim glasses put_on ralphy wanted red ryder BB_shot gas Dec_25 someway say bury take_on another little boy share resemblance original get_laid subsequence wouldnt guessed puke take_out course Charles_the_Great grodin endeavor hard imitate darrin mcgavin constantly reminded original ALIR betterbr br closing might work puke movie better looked look likes just ignored original tried copy look feel I cheap imitation ralphy evokes sympathy hope seem part shoot eye die,negative,negative,-0.997757,0.40941596031188965
addictive adjectival ive pick_up many meter talking certain video shows late dramas like mislay hoagie prison break realize description however obligate Crataegus_laevigata really wait days see succeeding episode either serial even prison break idly separate new imputable honor affair good reason silverscreen thriller based realtime structure thats sets apart show thats practically ticker entire mollify dvd seven days LE frickin time take_up ticking impossible tune outbr Br episode whose event stretch course single 24-hour_interval trademark nypd blue_sky late fifth_wheel entire mollify new serial death hours peerless per ep factual running time minutes remaining occupied commercials show airs television_receiver groundbreaking_ceremony idea mainstream TV since hill street vapours introduced nonlinear storytelling mandatory element present rightfully compensate offbr Br ironically enough archetype plan serial make roll round espouse as_luck_would_have_it Godhead Book_of_Joel surnow robert Jacqueline_Cochran realized initialise suitable conspiracy thriller probably reason first glance stupefy wedge advise cheerful atmosphere attend extremely slow_down jack_up bauer kiefer Joan_Sutherland enjoying back cheat daughter kimberly elisha cuthbert minutes by_and_by tender teri leslie Bob_Hope wife reconciled sopranos though something unexpected shameful behind niche kim snuck room jack_up also receives earphone call urging stupefy puzzle_out immediately midnight im afraid bauer ctu tabulator terrorist building_block factor boss develop honest intel potential hit spirit david palmer dennis haysbert africanamerican presidential candidate los angeles whole 24-hour_interval Ohio proper almost forgot event pass 24-hour_interval california presidential elemental time napping jack_up spend succeeding hours crop causa unfortunately tendency cut protocol doesnt ride advantageously George James_Neville_Mason xander George_Berkeley slimy man division inquire intervene operationbr Br plot dull making show hard commend little tending span anyone bequeath take look rewarded instantly composition sharp precise tending item unsurpassed suspense consistently skyhigh primarily give_thanks realtime trickery considerably enhance adrenaline levelbr Br another great timbre pilot portrayal music_genre shows scifi thriller tend simply inclose cardinal players limit by_and_by textbook deterrent_example csi character maturation minimal mate shows unequaled title whereas serial launching offers rich array amply rounded mass among jack_up sutherlands outdo role ever palmer real revelation show stand perfectly described peerless episode former fraction line_of_work kinsfolk heady humanist latter honourable endowed great integrity couple supporting parts molding stereotype James_Neville_Mason tony almeida peculiarly deuce factors ought lead story first episode b theres practically endure viewing_audience habit even complain blemish deuce many meshwork curriculum manage begin conspiracy missing stripling huge explosion still as satisfying material rest seasonbr Br tick tock tick tock,positive,negative,-0.762957,0.4093141555786133
one salutary ever focus fotography thrilling spectacular history terrific soundtrack unbelievable credibility susan sarandon sean penn salutary underestimated generation actor ensure film gauge theres anyone couldnt uncertainty giving death another man malice unworthy things could fare,positive,positive,0.966416,0.7127318382263184
project picture pavement picture festival Birmingham Heart_of_Dixie actually really playfulness festival blown away best flick project day long shot school aged bawd meets mediate age man attempt end bass low together intimate seem darkest character human_being sexuality story stems material life occurrences pull straight headlines raw blunt dialogue killer wrench end picture check graphic intimate dialogue nudity definitely desirable kids depressing peoples tastes definitely worth checking opinion though,positive,positive,0.573774,0.7233753204345703
floor goes alike netflix late sending videodisk conk linear rental situation known megahit video suck_up know real bad replicate latest lame movies viewing pleasance yet never want see saw btk killer ledge solitary self alike witness films base serial Orcinus_orca part humanness never realize therefore pale sodium see form block anyways set_up dvd sudden first second sucks im pose bf alike form crap unfirm camera operation atrocious acting first scene womanhood gets killed wonder would rather sedately gab rather betrayer gets stuffed pharynx really wonder manager hardon crap zippo comme_il_faut cinema enjoin manager freakin tripod every flash brutally unstable music awful alike decided 1 day make movie credibly accumulate multitude walmart show routine knit awful make movie alike send hobbynot living make dvd renal outlets movie buffs alike honest left home booster company die_hard occupy matter entertain break btk killer cinema enjoin pale sodium see crappy movie,negative,negative,-0.985523,0.5121777057647705
susan swift attract youngster blossom child transpose like Thomas_Young susan dey doesnt quite_a song range demanding dramatic lead tends yammer still shes rather sweet burnished eyes pretty smile coming called briefly released dramatics swift whitethorn renascence salem crone motion-picture_show lowbudget take_up many pictures gave minutes go starts secure camp appeal obviously serious motion_picture mountain salem crone trial_run merit seen one_and_only withal junk movies go isnt terrible boston locale definite summation stomach cast amusingly hammy,negative,negative,-0.9494,0.4058849811553955
traverse half yr last get_hold written_matter disappointingbr Red_Brigades dissatisfactory im one cash_in_one's_chips heavy smap sports_fan demand see works last got see promise hot film goro couldnt believe goro draw ready movie sizeable ego im for_certain cringes bring_in movie nevertheless get_hold perfect person looking abash badly ease half depressed timebr Red_Brigades human_beings however cant believe bring_in moviei cover eyes many parts think really bring_in moviehahahahabr Red_Brigades im glad watched thank goodness grown,positive,positive,0.358771,0.41008496284484863
sat watch movie thought power slightly beneficial okay film beneficial tough get ending red_ink believability left dead leave finally bit make sense something start plane dash yeah didnt didnt employment first bit okay pay deferred_payment rest plane tough unneeded suppose croak determine movie dont awful go rent something really worth determine pay,negative,negative,-0.888536,0.4067549705505371
waverly hills number_1 watched death tunnel moviecouldnt practically worse heard documentary_film coming beget excited thinking since documentary_film would life-threatening horrible special effectswrong guy_cable documentary_film destroyed issue instead producing raw direction documentary_film bewaverly hills doesnt pauperization supporter cockamamie issue fine direction tours per person 60_minutes overnight probe per person minimal group overnight investigationtours must coiffe ahead fourth_dimension awe-inspiring spot spook huntsman,negative,negative,-0.927859,0.4167509078979492
